catnr;catnrstring;bez_de;bez_en;bez_fr;bez_ru
24130014;24130014;Rückplatte FreeTEC 4HE/84TE;Rear panel FreeTEC 4U/84HP;Face arrière FreeTEC 4U/84F;Rear panel FreeTEC 4U/84HP
24130015;24130015;Rückplatte FreeTEC 6HE/84TE;Rear panel FreeTEC 6U/84HP;Face arrière FreeTEC 6U/84F;Rear panel FreeTEC 6U/84HP
24130020;24130020;Frontplatte FreeTEC 1HE/42TE,;Frontpanel FreeTEC 1U/42HP, a;Face avant FreeTEC 1U/42F, ano;Frontpanel FreeTEC 1U/42HP, a
24130021;24130021;Frontplatte FreeTEC 2HE/42TE,;Frontpanel FreeTEC 2U/42HP, a;Face avant FreeTEC 2U/42F, ano;Frontpanel FreeTEC 2U/42HP, a
24130022;24130022;Frontplatte FreeTEC 3HE/42TE,;Frontpanel FreeTEC 3U/42HP, a;Face avant FreeTEC 3U/42F, ano;Frontpanel FreeTEC 3U/42HP, a
24130030;24130030;Frontplatte FreeTEC 1HE/84TE,;Frontpanel FreeTEC 1U/84HP, a;Face avant FreeTEC 1U/84F, ano;Frontpanel FreeTEC 1U/84HP, a
24130031;24130031;Frontplatte FreeTEC 2HE/84TE,;Frontpanel FreeTEC 2U/84HP, a;Face avant FreeTEC 2U/84F, ano;Frontpanel FreeTEC 2U/84HP, a
24130032;24130032;Frontplatte FreeTEC 3HE/84TE,;Frontpanel FreeTEC 3U/84HP, a;Face avant FreeTEC 3U/84F, ano;Frontpanel FreeTEC 3U/84HP, a
24130033;24130033;Frontplatte FreeTEC 4HE/84TE,;Frontpanel FreeTEC4U/84HP, an;Face avant FreeTEC 4U/84F, ano;Frontpanel FreeTEC4U/84HP, an
24130034;24130034;Frontplatte FreeTEC 6HE/84TE,;Frontpanel FreeTEC 6U/84HP, a;Face avant FreeTEC 6U/84F, ano;Frontpanel FreeTEC 6U/84HP, a
25100001;25100001;Codierbolzen FerroRAIL M4 / SW;Coding Pin   M4   L=51mm;Pion de détrompage M4  L=51mm;Coding Pin   M4   L=51mm
25100002;25100002;Deckblech FerroRAIL 36TE  EK22;Cover plate  36HP, PCB 220mm R;Tôle de protection 36F;Cover plate  36HP, PCB 220mm R
25100003;25100003;Deckblech FerroRAIL 84TE  EK22;Cover Future 84HP/PCB220, RR E;Capot supérieur/inférieur 84F/;Cover Future 84HP/PCB220, RR E
25100004;25100004;Bügelgriff FerroRAIL 3/6HE;Handle FerroRAIL 3/6U;Poignée FerroRAIL 3/6U;Handle FerroRAIL 3/6U
25100336;25100336;BGT FerroRAIL 3HE/36TE/320T E;FerroRAIL Subrack 3U/36HP/320D;FerroRAIL 3U/9T/P;FerroRAIL Subrack 3U/36HP/320D
25100384;25100384;BGT FerroRAIL 3HE/84TE/320T E;FerroRAIL Subrack 3U/84HP/320D;FerroRAIL 3U/21T/;FerroRAIL Subrack 3U/84HP/320D
25100636;25100636;BGT FerroRAIL 6HE/36TE/320T E;FerroRAIL Subrack 6U/36HP/320D;FerroRAIL 6U/9T/P;FerroRAIL Subrack 6U/36HP/320D
25100684;25100684;BGT FerroRAIL 6HE/84TE/320T E;FerroRAIL Subrack 6U/84HP/320D;FerroRAIL 6U/21T/;FerroRAIL Subrack 6U/84HP/320D
25101336;25101336;BGT FerroRAIL 3HE/36TE/320T E;FerroRAIL Subrack 3U/36HP/320D;FerroRAIL 3U/9T/P;FerroRAIL Subrack 3U/36HP/320D
25101384;25101384;BGT FerroRAIL 3HE/84TE/320T E;FerroRAIL Subrack 3U/84HP/320D;FerroRAIL 3U/21T/;FerroRAIL Subrack 3U/84HP/320D
25101636;25101636;BGT FerroRAIL 6HE/36TE/320T E;FerroRAIL Subrack 6U/36HP/320D;FerroRAIL 6U/9T/P;FerroRAIL Subrack 6U/36HP/320D
25101684;25101684;BGT FerroRAIL 6HE/84TE/320T E;FerroRAIL Subrack 6U/84HP/320D;FerroRAIL 6U/21T/;FerroRAIL Subrack 6U/84HP/320D
25102336;25102336;BGT FerroRAIL 3HE/36TE/235,5T;FerroRAIL Subrack 3U/36HP/235,5D;FerroRAIL 3U/9T/P235,5 sans ca;FerroRAIL Subrack 3U/36HP/235,5D
25102384;25102384;BGT FerroRAIL 3HE/84TE/235,5T;FerroRAIL Subrack 3U/84HP/235,5D;FerroRAIL 3U/21T/P235,5 sans c;FerroRAIL Subrack 3U/84HP/235,5D
25102636;25102636;BGT FerroRAIL 6HE/36TE/235,5T;FerroRAIL Subrack 6U/36HP/235,5D;FerroRAIL 6U/9T/P235,5 sans ca;FerroRAIL Subrack 6U/36HP/235,5D
25102684;25102684;BGT FerroRAIL 6HE/84TE/235,5T;FerroRAIL Subrack 6U/84HP/235,5D;FerroRAIL 6U/21T/P235,5 sans c;FerroRAIL Subrack 6U/84HP/235,5D
25111003;25111003;Seitenwand FerroRAIL 3HE/235T-;Side plate FerroR. 3U/235D,sho;Flanc FerroRAIL 3U/244P sertit;Side plate FerroR. 3U/235D,sho
25111006;25111006;Seitenwand FerroRAIL 6HE/235T-;Side plate FerroR. 6U/235D,sho;Flanc FerroRAIL 6U/244P sertit;Side plate FerroR. 6U/235D,sho
25121336;25121336;Verkabelungsrahmen FerroRAIL 3;Mouting frame FerroRAIL 3U/36H;Cadre arrière FerroRAIL 3U/9T;Mouting frame FerroRAIL 3U/36H
25121384;25121384;Verkabelungsrahmen FerroRAIL 3;Mouting frame FerroRAIL 3U/84H;Cadre arrière FerroRAIL 3U/21T;Mouting frame FerroRAIL 3U/84H
25121636;25121636;Verkabelungsrahmen FerroRAIL 6;Mouting frame FerroRAIL 6U/36H;Cadre arrière FerroRAIL 6U/9T;Mouting frame FerroRAIL 6U/36H
25121684;25121684;Verkabelungsrahmen FerroRAIL 6;Mouting frame FerroRAIL 6U/84H;Cadre arrière FerroRAIL 6U/21T;Mouting frame FerroRAIL 6U/84H
25200001;25200001;P_EmbedTEC Desktop ITX-PC;EmbedTEC Desktop ITX-PC;EmbedTEC Desktop ITX-PC;EmbedTEC Desktop ITX-PC
25201001;25201001;Grundplatte EmbedTEC Desktop I;Baseplate EmbedTEC Desktop ITX;Tôle de fond EmbedTEC Desktop;Baseplate EmbedTEC Desktop ITX
25201002;25201002;Grundplatte Wand EmbedTEC Desk;baseplate wall EmbedTEC Deskto;Tôle murale/fond EmbedTEC Desk;baseplate wall EmbedTEC Deskto
25201101;25201101;Eckprofil EmbedTEC 134mm;Corner extrude EmbedTEC 134;Profilé extrudé de coin EmbedTE;Corner extrude EmbedTEC 134
25201102;25201102;Eckteil EmbedTEC;Corner element EmbedTEC;Pièce de coin EmbedTEC;Corner element EmbedTEC
62244019;62244019;"I-PC-System 19""/4HE/460T";"I-PC-System 19""/4U/460D";"PC industiel système 19""/4U, 1";"I-PC-System 19""/4U/460D"
62244020;62244020;"I-PC-System 19""/4HE/460T";"I-PC-System 19""/4U/460D";"PC industriel système, 19""/4U,";"I-PC-System 19""/4U/460D"
62248012;62248012;Kartenniederhaltestrebe inkl.;Card holding-down bar;barre transversale;Card holding-down bar
62248013;62248013;Kartenführung starr für 7 Stec;Card guide, stiff 340mm deep;Pièces d'extension;Card guide, stiff 340mm deep
64221101;64221101;VMEBUS-PLATINE, J1, 1SLOT;J1-VMEbus backplane, 1 slot;Carte-mère VME-J1, 1slot;J1-VMEbus backplane, 1 slot
64221103;64221103;VMEBUS-PLATINE, J1, 3 SLOT bes;VMEbus 3Slot J1 ADC passiv;Carte-mère VME-J1, 3slot;VMEbus 3Slot J1 ADC passiv
64221105;64221105;VMEBUS-PLATINE, J1, 5SLOT best;VMEbus J1 5Slot  passiv;Carte-mère VME-J1, 5slot;VMEbus J1 5Slot  passiv
64221106;64221106;VMEBUS-PLATINE, J1, 6 SLOT bes;VMEBUS BACKPLANE, J1, 6 SLOT;Carte-mère VME-J1, 6Slot;VMEBUS BACKPLANE, J1, 6 SLOT
64221107;64221107;VMEBUS-PLATINE, J1, 7 SLOT bes;VMEbus J1 7Slot;Carte mère VMEbus J1 7Slot;VMEbus J1 7Slot
64221109;64221109;VMEBUS-PLATINE, J1, 9SLOT best;VMEbus-Backplane J1, 9 Slots;Carte mère VME J1, 9 Slots;VMEbus-Backplane J1, 9 Slots
64221111;64221111;VMEBUS-PLATINE, J1, 11SLOT bes;J1-VMEbus backplane, 11slot;Carte-mère VME-J12, 11lots;J1-VMEbus backplane, 11slot
64221112;64221112;VMEBUS-PLATINE, J1, 12 SLOT be;J1-VMEbus backplane, 12slot;Carte mère VMEbus J1 12 Slot;J1-VMEbus backplane, 12slot
64221113;64221113;VMEBUS-PLATINE, J1, 13 SLOT be;VMEBUS-Backplane, J1, 13 Slot;Carte-mère VME-J1, 13slot;VMEBUS-Backplane, J1, 13 Slot
64221115;64221115;VMEBUS-PLATINE, J1, 15SLOT bes;VMEBUS-Backplane, J1, 15SLOT a;Carte-mère VME-J1, 15slot;VMEBUS-Backplane, J1, 15SLOT a
64221119;64221119;VMEBUS-PLATINE, J1, 19SLOT bes;VMEbus-Backplane J1, 19 Slots;Carte mère VMEJ1, 19Slots;VMEbus-Backplane J1, 19 Slots
64221121;64221121;VMEBUS-PLATINE, J1, 21SLOT bes;VMEbus-Backplane J1, 21 Slots;Carte mère VMEJ1, 21Slots, pas;VMEbus-Backplane J1, 21 Slots
64224101;64224101;VMEbus-Platine, J2, 1Slot, bes;J2-VMEbus backplane, 1slot;Carte-mère VME-J2, 1slot;J2-VMEbus backplane, 1slot
64224105;64224105;VMEBUS-PLATINE, J2, 5Slot best;VMEbus-Backplane J2, 5 Slots;Carte mère VME J2, 5 Slots;VMEbus-Backplane J2, 5 Slots
64224112;64224112;VMEBUS-PLATINE, J2, 12SLOT bes;J2-VMEbus backplane, 12 slot;Carte-mère VME-J2, 12slots;J2-VMEbus backplane, 12 slot
64226105;64226105;VMEBUS-PLATINE, J1/J2, 5Slot,;J1/J2-VMEbus backplane, 5 slot;VMEbus, J1/J2, 5Slot;J1/J2-VMEbus backplane, 5 slot
64226107;64226107;VMEBUS-PLATINE, J1/J2, 7SLOT b;VMEbus J1/2, 7 Slots passiv;Carte mère VME J1/J2, 7 Slots;VMEbus J1/2, 7 Slots passiv
64226108;64226108;VMEBUS-PLATINE, J1/J2, 8SLOT b;VMEBUS J1/J2 8Slot passiv;Carte-mère VME-J1/J2 8slot;VMEBUS J1/J2 8Slot passiv
64226109;64226109;VMEBUS-PLATINE, J1/J2, 9SLOT b;VMEBUS J1/J2 9Slot passiv;Carte-mère VME-J1/J2 9slot;VMEBUS J1/J2 9Slot passiv
64226112;64226112;VMEBUS-PLATINE, J1/J2, 12SLOT;VMEbus-Backplane J1/J2, 12 Slo; VMEbus J1/J2, 12 Slots;VMEbus-Backplane J1/J2, 12 Slo
64226115;64226115;VMEBUS-PLATINE, J1/J2, 15SLOT;J1/J2-VMEbus backplane, 15 slo;Carte-mère VME-J1/J2, 15slots;J1/J2-VMEbus backplane, 15 slo
64226116;64226116;VMEBUS-PLATINE, J1/J2, 16SLOT;J1/J2-VMEbus backplane, 16slot;Carte-mère VME-J1/J2, 16slots;J1/J2-VMEbus backplane, 16slot
64226121;64226121;VMEBUS-PLATINE, J1/J2, 21SLOT;VMEbus-Backplane J1/J2, 21 Slo;Carte-mère VMEbus J1/J2, 21 Sl;VMEbus-Backplane J1/J2, 21 Slo
64228103;64228103;VMEBUS-PLATINE 64x 3SLOT P0 EA;VMEbus backplane, 64x3slot;Carte-mère VME, 64x 3slots;VMEbus backplane, 64x3slot
64228104;64228104;VMEBUS-PLATINE 64x 4SLOT P0 EA;VMEbus backplane, 64x4 slot;Carte-mère VME, 64x4slots;VMEbus backplane, 64x4 slot
64228105;64228105;VMEBUS-PLATINE 64x 5SLOT P0 EA;VMEbus backplane, 64x5 slot;Carte-mère VME, 64x5slots;VMEbus backplane, 64x5 slot
64228106;64228106;VMEBUS-PLATINE 64x 6SLOT P0 EA;VMEbus backplane, 64x6 slot;Carte-mère VME, 64x6slots;VMEbus backplane, 64x6 slot
64228107;64228107;VMEBUS-PLATINE 64x 7SLOT P0 EA;VMEBUS-backplane 64X 7SLOT P0;Carte-mère VME, 64x7slots;VMEBUS-backplane 64X 7SLOT P0
64228108;64228108;VMEBUS-PLATINE 64x 8SLOT P0 EA;VMEbus backplane, 64x8 slot;Carte-mère VME, 64x8 slots;VMEbus backplane, 64x8 slot
64228110;64228110;VME64x-Busplatine, 10Sl., P0,;VME64x-Backplane, 10 slot, P0,;VMEbus 64x, 10Slot,  P0, EADC;VME64x-Backplane, 10 slot, P0,
64228112;64228112;VME64x-Busplatine, 12Sl., P0,;VME64x-Backplane, 12 slot, P0,;VMEbus 64x, 12 Slot,  P0, EADC;VME64x-Backplane, 12 slot, P0,
64228114;64228114;VMEBUS-PLATINE 64x 14SLOT P0 E;VMEbus backplane, 64x14 slot;Carte-mère VME, 64x14slots;VMEbus backplane, 64x14 slot
64228116;64228116;VMEBUS-PLATINE 64x 16SLOT P0 E;VMEbus 64x 16Slot J1J0J2 EADC;Carte mère VME64x 16Slot J1J0J;VMEbus 64x 16Slot J1J0J2 EADC
64228121;64228121;VMEBUS-PLATINE 64x 21SLOT P0 E;VMEBUS-Backplane 64x 21SLOT P0; VMEbus 64X 21 Slot P0 EADC;VMEBUS-Backplane 64x 21SLOT P0
64229001;64229001;VME64x 7slot 1FS Vita31.1+38;VME64x 7slot 1FS Vita31.1+38;Carte-mère VME, 64x7slots;VME64x 7slot 1FS Vita31.1+38
64230001;64230001;BPL C-PCI 3HE 4Slot 32BIT SR A;CompactPCI backplane, 3U, 32 b;Carte mère CompactPCI, 3U, 32b;CompactPCI backplane, 3U, 32 b
64230003;64230003;Compact PCIbus-Platine, 3HE, 6;CompactPCI Backplane, 3U, 32 b;Carte mère Compact PCI, 3U;CompactPCI Backplane, 3U, 32 b
64230004;64230004;Compact PCIbus-Platine, 3HE, 7;CompactPCI backplane, 3U, 32 b;Carte mère Compact PCI, 3U;CompactPCI backplane, 3U, 32 b
64230005;64230005;Compact PCIbus-Platine, 3HE, 8;CompactPCI backplane, 3U, 32 b;Carte mère Compact PCI, 3U;CompactPCI backplane, 3U, 32 b
64230006;64230006;BPL C-PCI 3HE 4Slot 32BIT SL A;CompactPCI backplane, 3U, 32 b;Carte mère CompactPCI, 3U;CompactPCI backplane, 3U, 32 b
64230007;64230007;Compact PCIbus-Platine, 3HE, 5;CompactPCI backplane, 3U, 32 b;Carte mère Compact PCI, 3U;CompactPCI backplane, 3U, 32 b
64230010;64230010;Compact PCIbus-Platine, 3HE, 8;CompactPCI backplane, 3U, 32 b;Carte mère Compact PCI, 3U;CompactPCI backplane, 3U, 32 b
64230011;64230011;BPL Compact-PCI 3HE 4Slot 64bi;Backplane CPCI 3U 4Slot 64bit;Carte mère CPCI 3U 4Slot 64bit;Backplane CPCI 3U 4Slot 64bit
64230015;64230015;BPL c-PCI 3HE 8slot 64bit SR A;CompactPCI backplane, 3U, 64 b;Carte mère Compact PCI, 3U;CompactPCI backplane, 3U, 64 b
64230021;64230021;Compact PCIbus-Platine,6HE,4Sl;CompactPCI backplane, 6U, 64 b;Carte mère CompactPCI, 6U;CompactPCI backplane, 6U, 64 b
64230023;64230023;Compact PCIbus-Platine, 6HE, 6;CompactPCI backplane, 6U, 64 b;Carte mère Compact PCI, 6U;CompactPCI backplane, 6U, 64 b
64230025;64230025;Compact PCIbus-Platine, 6HE, 8;CompactPCI backplane, 6U, 64 b;Carte mère Compact PCI, 6U;CompactPCI backplane, 6U, 64 b
64230028;64230028;Compact PCIbus-Platine, 6HE, 6;CompactPCI backplane, 6U, 64 b;Carte mère Compact PCI, 6U;CompactPCI backplane, 6U, 64 b
64230030;64230030;Compact PCIbus-Platine, 6HE, 8;CompactPCI backplane, 6U, 64 b;Carte mère Compact PCI, 6U;CompactPCI backplane, 6U, 64 b
64230031;64230031;Kodiereinsatz cPCI 3,3V Cadmium gelb;Coding elements 3.3V;Elément de codage 3.3V jaune;Coding elements 3.3V
64230201;64230201;C-PCI 2.16, 6,5HE, 8Slot, SL,;C-PCI 2.16, 6,5U, 8Slot, SL, 1;C-PCI 2.16, 6,5HE, 8Slot, SL,;C-PCI 2.16, 6,5U, 8Slot, SL, 1
64230202;64230202;C-PCI 2.16, 6,5HE, 8Slot, SL,;C-PCI 2.16, 6,5HE, 8Slot, SL,;C-PCI 2.16, 6,5U, 8Slot, SL, 2;C-PCI 2.16, 6,5HE, 8Slot, SL,
64230301;64230301;compact PCI PlusIO Serial Hybr;BPL J2 CCA assembled;compact PCI PlusIO Serial Hybr;BPL J2 CCA assembled
64250101;64250101;Poweradapter P47 / ATX best.;Poweradapter PCB P47 / ATX;Poweradapter PCB P47 / ATX;Poweradapter PCB P47 / ATX
64250102;64250102;Poweradapter P47 6HE Powerelem;Poweradapter P47;Poweradapter P47;Poweradapter P47
68210001;68210001;Netzanschlußleitung EU 2,5m;Mains cable;Cable Alim 2,50m;Mains cable
68280201;68280201;"Systemmanagementcontroller ""Co";"Systemmanagementcontroller ""Co";"Systemmanagementcontroller ""Co";"Systemmanagementcontroller ""Co"
68280202;68280202;"SMC2 ""WEB""";"SMC2 ""WEB""";"SMC2 ""WEB""";"SMC2 ""WEB"""
68282002;68282002;"19""/1HE-Lüftereinschub, AC, Ty";Fan tray, AC, typ2;Tiroir de ventilation, AC, Typ;Fan tray, AC, typ2
68282022;68282022;"19""/1HE-Lüftereinschub, AC, Ty";Fan tray, AC, typ2-1;Tiroir de ventilation, AC, Typ;Fan tray, AC, typ2-1
68284001;68284001;"19""/1HE-Lüftereinschub, DC, Ty";Fan tray, DC, typ1;Tiroir de ventilation, DC, Typ;Fan tray, DC, typ1
68284011;68284011;"19""/1HE-Lüftereinschub, DC, Ty";Fan tray, DC, typ1-1;Tiroir de ventilation, DC, Typ;Fan tray, DC, typ1-1
68286001;68286001;"Umbausatz für 19""-Lüftereinsch";Conversation kit for changed a;Kit dérivation d'air;Conversation kit for changed a
75000002;75000002;"19""-BGT S.75, 3HE/240T, B, o.";"19"" subrack S.75 3U/240D, B, w";Bac Sér75,3U/240P/B,ss tr poig;"19"" subrack S.75 3U/240D, B, w"
75000003;75000003;"19""-BGT S.75, 3HE/240T, C, o.";"19"" subrack S.75 3U/240D, C, w";Bac Sér75,3U/240P/C,ss tr poig;"19"" subrack S.75 3U/240D, C, w"
75000006;75000006;"19""-BGT S.75, 3HE/240T, B, m.";"19"" subrack S.75 3U/240D, B, w";Bac Sér75,3U/240P/B,+ tr poign;"19"" subrack S.75 3U/240D, B, w"
75000007;75000007;"19""-BGT S.75, 3HE/240T, C, m.";"19"" subrack S.75 3U/240D, C, w";Bac Sér75,3U/240P/C,+ tr poign;"19"" subrack S.75 3U/240D, C, w"
75000031;75000031;"19""-BGT S.75, 6HE/240T, B, o.";"19"" subrack S.75 6U/240D, B, w";Bac Sér75,6U/240P/B,ss tr poig;"19"" subrack S.75 6U/240D, B, w"
75000032;75000032;"19""-BGT S.75, 6HE/240T, C, o.";"19"" subrack S.75 6U/240D, C, w";Bac Sér75,6U/240P/C,ss tr poig;"19"" subrack S.75 6U/240D, C, w"
75000035;75000035;"19""-BGT S.75, 6HE/240T, B, m.";"19"" subrack S.75 6U/240D, B, w";Bac Sér75,6U/240P/B,+ tr poign;"19"" subrack S.75 6U/240D, B, w"
75000036;75000036;"19""-BGT S.75, 6HE/240T, C, m.";"19"" subrack S.75 6U/240D, C, w";Bac Sér75,6U/240P/C,+ tr poign;"19"" subrack S.75 6U/240D, C, w"
75000102;75000102;"19""-BGT S.75, EMV, 3HE/240T,";"19"" subrack S.75 3U/240D EMC,B";Bac Sér75,CEM,3U/240P/B,ss tr;"19"" subrack S.75 3U/240D EMC,B"
75000103;75000103;"19""-BGT S.75, EMV, 3HE/240T,";"19""subrack S.75 3U/240D EMC, C";Bac Sér75,CEM,3U/240P/C,ss tr;"19""subrack S.75 3U/240D EMC, C"
75000105;75000105;"19""-BGT S.75, EMV, 3HE/240T,";"19""subrack S.75 3U/240D EMC, E";Bac Sér75,CEM,3U/240P/E,ss tr;"19""subrack S.75 3U/240D EMC, E"
75000106;75000106;"19""-BGT S.75, EMV, 3HE/240T,";"19""subrack S.75 3U/240D EMC, B";Bac Sér75,CEM,3U/240P/B,+ tr p;"19""subrack S.75 3U/240D EMC, B"
75000107;75000107;"19""-BGT S.75, EMV, 3HE/240T,";"19""subrack S.75 3U/240D EMC, C";Bac Sér75,CEM,3U/240P/C,+ tr p;"19""subrack S.75 3U/240D EMC, C"
75000109;75000109;"19""-BGT S.75, EMV, 3HE/240T,";"19""subrack S.75 3U/240D EMC, E";Bac Sér75,CEM,3U/240P/E,+ tr p;"19""subrack S.75 3U/240D EMC, E"
75000131;75000131;"19""-BGT S.75, EMV, 6HE/240T,";"19""subrack S.75 6U/240D EMC, B";Bac Sér75,CEM,6U/240P/B,ss tr;"19""subrack S.75 6U/240D EMC, B"
75000132;75000132;"19""-BGT S.75, EMV, 6HE/240T,";"19""subrack S.75 6U/240D EMC, C";Bac Sér75,CEM,6U/240P/C,ss tr;"19""subrack S.75 6U/240D EMC, C"
75000134;75000134;"19""-BGT S.75, EMV, 6HE/240T,";"19""subrack S.75 6U/240D EMC, E";Bac Sér75,CEM,6U/240P/E,ss tr;"19""subrack S.75 6U/240D EMC, E"
75000135;75000135;"19""-BGT S.75, EMV, 6HE/240T,";"19""subrack S.75 6U/240D EMC, B";Bac Sér75,CEM,6U/240P/B,+ tr p;"19""subrack S.75 6U/240D EMC, B"
75000136;75000136;"19""-BGT S.75, EMV, 6HE/240T,";"19""subrack S.75 6U/240D EMC, C";Bac Sér75,CEM,6U/240P/C,+ tr p;"19""subrack S.75 6U/240D EMC, C"
75000138;75000138;"19""-BGT S.75, EMV, 6HE/240T,";"19""subrack S.75 6U/240D EMC, E";Bac Sér75,CEM,6U/240P/E,+ tr p;"19""subrack S.75 6U/240D EMC, E"
75301000;75301000;"19""-BGT S.75, 3HE/172,5T, B,";"19""-subrack S.75, 3U/172,5D, B";Bac Sér75,3U/172,5P/B,ss tr po;"19""-subrack S.75, 3U/172,5D, B"
75301010;75301010;"19""-BGT S.75, EMV, 3HE/172,5T";"19""subrack S.75 3U/172,5D EMC,";Bac Sér75,CEM,3U/172,5P/B,ss t;"19""subrack S.75 3U/172,5D EMC,"
75301100;75301100;"19""-BGT S.75, 3HE/172,5T, B,";"19""subrack S.75 3U/172,5D  B,";Bac Sér75,3U/172,5P/B,+ tr poi;"19""subrack S.75 3U/172,5D  B,"
75301110;75301110;"19""-BGT S.75, EMV, 3HE/172,5T";"19""subrack S.75 3U/172,5D EMC";Bac Sér75,CEM,3U/172,5P/B,+ tr;"19""subrack S.75 3U/172,5D EMC"
75302000;75302000;"19""-BGT S.75, 3HE/172,5T, C,";"19""-subrack S.75 3U/172,5D C,";Bac Sér75,3U/172,5P/C,ss tr po;"19""-subrack S.75 3U/172,5D C,"
75302010;75302010;"19""-BGT S.75, EMV, 3HE/172,5T";"19""subrack S.75 3U/172,5D EMC,";Bac Sér75,CEM,3U/172,5P/C,ss t;"19""subrack S.75 3U/172,5D EMC,"
75302100;75302100;"19""-BGT S.75, 3HE/172,5T, C,";"19""subrack S.75 3U/172,5D  C,";Bac Sér75,3U/172,5P/C,+ tr poi;"19""subrack S.75 3U/172,5D  C,"
75302110;75302110;"19""-BGT S.75, EMV, 3HE/172,5T";"19""subrack S.75 3U/172,5D EMC,";Bac Sér75,CEM,3U/172,5P/C,+ tr;"19""subrack S.75 3U/172,5D EMC,"
75304010;75304010;"19""-BGT S.75, EMV, 3HE/172,5T";"19""subrack S.75 3U/172,5D EMC,";Bac Sér75,CEM,3U/172,5P/E,ss t;"19""subrack S.75 3U/172,5D EMC,"
75304110;75304110;"19""-BGT S.75, EMV, 3HE/172,5T";"19""subrack S.75 3U/172,5D EMC,";Bac Sér75,CEM,3U/172,5P/E,+ tr;"19""subrack S.75 3U/172,5D EMC,"
75311000;75311000;"19""-BGT S.75, 3HE/210T, B, o.";"19""subrack S.75 3U/210D  B, w/";Bac Sér75,3U/210P/B,ss tr poig;"19""subrack S.75 3U/210D  B, w/"
75311010;75311010;"19""-BGT S.75, EMV, 3HE/210T,";"19""subrack S.75 3U/210D EMC, B";Bac Sér75,CEM,3U/210P/B,ss tr;"19""subrack S.75 3U/210D EMC, B"
75311100;75311100;"19""-BGT S.75, 3HE/210T, B, m.";"19""subrack S.75 3U/210D  B, wi";Bac Sér75,3U/210P/B,+ tr poign;"19""subrack S.75 3U/210D  B, wi"
75311110;75311110;"19""-BGT S.75, EMV, 3HE/210T,";"19""subrack S.75 3U/210D EMC, B";Bac Sér75,CEM,3U/210P/B,+ tr p;"19""subrack S.75 3U/210D EMC, B"
75312000;75312000;"19""-BGT S.75, 3HE/210T, C, o.";"19""subrack S.75 3U/210D  C, w/";Bac Sér75,3U/210P/C,ss tr poig;"19""subrack S.75 3U/210D  C, w/"
75312010;75312010;"19""-BGT S.75, EMV, 3HE/210T,";"19""subrack S.75 3U/210D EMC, C";Bac Sér75,CEM,3U/210P/C,ss tr;"19""subrack S.75 3U/210D EMC, C"
75312100;75312100;"19""-BGT S.75, 3HE/210T, C, m.";"19""subrack S.75 3U/210D  C, wi";Bac Sér75,3U/210P/C,+ tr poign;"19""subrack S.75 3U/210D  C, wi"
75312110;75312110;"19""-BGT S.75, EMV, 3HE/210T,";"19""subrack S.75 3U/210D EMC, C";Bac Sér75,CEM,3U/210P/C,+ tr p;"19""subrack S.75 3U/210D EMC, C"
75314010;75314010;"19""-BGT S.75, EMV, 3HE/210T,";"19""subrack S.75 3U/210D EMC, E";Bac Sér75,CEM,3U/210P/E,ss tr;"19""subrack S.75 3U/210D EMC, E"
75314110;75314110;"19""-BGT S.75, EMV, 3HE/210T,";"19""subrack S.75 3U/210D EMC, E";Bac Sér75,CEM,3U/210P/E,+ tr p;"19""subrack S.75 3U/210D EMC, E"
75411001;75411001;Seitenwand S.75/76, 3HE/240T o;Side plate S.75 3U/240D w/o ho;Paroi Sér75,3U/240P/ss tr poig;Side plate S.75 3U/240D w/o ho
75411002;75411002;Seitenwand S.75/76, 6HE/240T o;Side plate S.75 6U/240D w/o ho;Paroi Sér75,6U/240P/ss tr poig;Side plate S.75 6U/240D w/o ho
75411003;75411003;Seitenwand S.75, 3HE/240T, o.Grl,;Side plate S.75 3U/240D w/o ho;Paroi Sér75,3U/240P/ss tr poig;Side plate S.75 3U/240D w/o ho
75411004;75411004;Seitenwand S.75, 6HE/240T, o.Grl,;Side plate S.75 6U/240D w/o ho;Paroi Sér75,6U/240P/ss tr poig;Side plate S.75 6U/240D w/o ho
75411010;75411010;Seitenwand S.75/76, 3HE/112T o;Side plate S.75 3U/112D w/o ho;Paroi Sér75,3U/112P/ss tr poig;Side plate S.75 3U/112D w/o ho
75411011;75411011;Seitenwand S.75/76, 6HE/112T o;Side plate S.75 6U/112D w/o ho;Paroi Sér75,6U/112P/ss tr poig;Side plate S.75 6U/112D w/o ho
75411030;75411030;Seitenwand S.75/76, 3HE/112T m;Side plate S.75 3U/112D with h;Paroi Sér75,3U/112P/+ tr poign;Side plate S.75 3U/112D with h
75411031;75411031;Seitenwand S.75/76, 6HE/112T m;Side plate S.75 6U/112D with h;Paroi Sér75,6U/112P/+ tr poign;Side plate S.75 6U/112D with h
75411040;75411040;Seitenwand S.75/76, 3HE/240T m;Side plate S.75 3U/240D with h;Paroi Sér75,3U/240P/+ tr poign;Side plate S.75 3U/240D with h
75411041;75411041;Seitenwand S.75/76, 6HE/240T m;Side plate S.75 6U/240D with h;Paroi Sér75,6U/240P/+ tr poign;Side plate S.75 6U/240D with h
